,open,high,low,close,adjclose,volume,ticker
2005-04-08,119.16999816894531,119.20999908447266,118.0,118.0,81.57752227783203,63772900,SPY
2005-04-11,118.29000091552734,118.41999816894531,117.83000183105469,118.08999633789062,81.63970947265625,44945000,SPY
2005-04-12,117.88999938964844,119.05999755859375,117.06999969482422,118.69999694824219,82.06143188476562,86144800,SPY
2005-04-13,118.55999755859375,118.80000305175781,117.12999725341797,117.30000305175781,81.09356689453125,65949000,SPY
2005-04-14,117.4000015258789,117.5,115.7699966430664,115.7699966430664,80.03583526611328,96119800,SPY
2005-04-15,115.73999786376953,116.19999694824219,114.0999984741211,114.1500015258789,78.9158706665039,128677300,SPY
2005-04-18,114.12000274658203,114.95999908447266,113.95999908447266,114.5,79.1578369140625,100035200,SPY
2005-04-19,115.0999984741211,115.52999877929688,114.83000183105469,115.41000366210938,79.78694152832031,64930100,SPY
2005-04-20,115.37999725341797,115.62999725341797,113.55000305175781,113.80000305175781,78.67389678955078,107735900,SPY
2005-04-21,114.79000091552734,116.20999908447266,114.37999725341797,116.01000213623047,80.20175170898438,86952200,SPY
2005-04-22,115.73999786376953,116.5,114.2699966430664,115.56999969482422,79.8975830078125,88845800,SPY
2005-04-25,115.86000061035156,116.5,115.72000122070312,116.33000183105469,80.42296600341797,52284100,SPY
2005-04-26,115.95999908447266,116.7699966430664,115.1500015258789,115.19999694824219,79.64175415039062,72626000,SPY
2005-04-27,114.86000061035156,116.06999969482422,114.44000244140625,115.6500015258789,79.95286560058594,84131900,SPY
2005-04-28,115.2699966430664,115.68000030517578,114.19999694824219,114.19999694824219,78.950439453125,72481500,SPY
2005-04-29,115.06999969482422,115.87000274658203,113.97000122070312,115.75,80.02200317382812,103993800,SPY
2005-05-02,116.06999969482422,116.41000366210938,115.5199966430664,116.4000015258789,80.47135925292969,56026400,SPY
2005-05-03,116.06999969482422,116.8499984741211,115.69000244140625,116.5999984741211,80.60964965820312,86000300,SPY
2005-05-04,116.6500015258789,117.75,116.27999877929688,117.5,81.23184204101562,81055700,SPY
2005-05-05,117.66999816894531,118.0,116.73999786376953,117.45999908447266,81.2042007446289,96906700,SPY
2005-05-06,117.93000030517578,117.98999786376953,117.05999755859375,117.08999633789062,80.9483871459961,67415400,SPY
2005-05-09,117.20999908447266,118.08000183105469,117.05000305175781,117.81999969482422,81.45305633544922,43750500,SPY
2005-05-10,117.36000061035156,117.5,116.38999938964844,116.5999984741211,80.60964965820312,74613500,SPY
2005-05-11,116.93000030517578,117.4000015258789,115.8499984741211,117.23999786376953,81.05207061767578,91647400,SPY
2005-05-12,117.31999969482422,117.58999633789062,115.94999694824219,115.94999694824219,80.16028594970703,95086800,SPY
2005-05-13,116.30000305175781,116.62000274658203,114.80000305175781,115.72000122070312,80.00125885009766,85267000,SPY
2005-05-16,115.69999694824219,116.83999633789062,115.66000366210938,116.80000305175781,80.74791717529297,49207000,SPY
2005-05-17,116.41000366210938,117.69999694824219,116.16000366210938,117.58000183105469,81.28716278076172,61071800,SPY
2005-05-18,118.08999633789062,119.08000183105469,118.01000213623047,118.79000091552734,82.12369537353516,77944900,SPY
2005-05-19,119.0199966430664,119.41000366210938,118.69999694824219,119.29000091552734,82.46932220458984,61768100,SPY
2005-05-20,119.33999633789062,119.38999938964844,118.73999786376953,119.12000274658203,82.3518295288086,46345500,SPY
2005-05-23,119.20999908447266,120.04000091552734,119.19000244140625,119.77999877929688,82.80810546875,51047900,SPY
2005-05-24,119.44000244140625,119.83000183105469,119.19999694824219,119.5,82.61450958251953,50654100,SPY
2005-05-25,119.3499984741211,119.87000274658203,118.83000183105469,119.41000366210938,82.55228424072266,47608800,SPY
2005-05-26,119.79000091552734,120.20999908447266,119.62000274658203,120.05000305175781,82.99474334716797,43256200,SPY
2005-05-27,120.05999755859375,120.25,119.80000305175781,120.25,83.13299560546875,24596100,SPY
2005-05-31,120.08000183105469,120.16999816894531,119.4000015258789,119.4800033569336,82.60066986083984,43377200,SPY
2005-06-01,119.5199966430664,120.91999816894531,119.44999694824219,120.5,83.30583953857422,69611000,SPY
2005-06-02,120.2300033569336,120.83999633789062,120.0999984741211,120.76000213623047,83.48558807373047,39704500,SPY
2005-06-03,120.55000305175781,120.88999938964844,119.7300033569336,120.1500015258789,83.06388092041016,60999400,SPY
2005-06-06,119.94999694824219,120.19999694824219,119.55000305175781,120.04000091552734,82.98784637451172,36046400,SPY
2005-06-07,120.38999938964844,121.25,120.01000213623047,120.12999725341797,83.05004119873047,66501300,SPY
2005-06-08,120.43000030517578,120.58999633789062,119.66999816894531,119.91000366210938,82.89798736572266,46881200,SPY
2005-06-09,119.73999786376953,120.58000183105469,119.44000244140625,120.4800033569336,83.29203796386719,56653300,SPY
2005-06-10,120.55999755859375,120.6500015258789,119.5999984741211,120.19999694824219,83.09843444824219,36465300,SPY
2005-06-13,119.94000244140625,121.08000183105469,119.80999755859375,120.58000183105469,83.36117553710938,49383200,SPY
2005-06-14,120.44999694824219,121.19999694824219,120.37999725341797,120.86000061035156,83.55474090576172,33857100,SPY
2005-06-15,121.16000366210938,121.23999786376953,120.2300033569336,121.08999633789062,83.71373748779297,53195600,SPY
2005-06-16,121.05999755859375,121.63999938964844,120.91999816894531,121.4000015258789,83.92806243896484,46564500,SPY
2005-06-17,121.54000091552734,121.9000015258789,121.22000122070312,121.36000061035156,84.23902130126953,51529400,SPY
2005-06-20,121.08000183105469,121.83999633789062,120.94000244140625,121.4000015258789,84.26678466796875,41019400,SPY
2005-06-21,121.5,121.6500015258789,121.02999877929688,121.47000122070312,84.31536865234375,39879800,SPY
2005-06-22,121.68000030517578,121.94000244140625,121.06999969482422,121.56999969482422,84.38479614257812,46310100,SPY
2005-06-23,121.31999969482422,121.5999984741211,119.83000183105469,119.86000061035156,83.1978530883789,62185600,SPY
2005-06-24,119.87999725341797,120.01000213623047,118.83999633789062,118.9800033569336,82.58699798583984,58572500,SPY
2005-06-27,118.97000122070312,119.41000366210938,118.75,119.1500015258789,82.70501708984375,48183800,SPY
2005-06-28,119.4000015258789,120.23999786376953,119.37000274658203,120.1500015258789,83.3991470336914,41174200,SPY
2005-06-29,120.37000274658203,120.4000015258789,119.76000213623047,119.83000183105469,83.177001953125,42316500,SPY
2005-06-30,120.22000122070312,120.31999969482422,118.94999694824219,119.18000030517578,82.72581481933594,62288800,SPY
2005-07-01,119.44999694824219,119.80000305175781,119.20999908447266,119.52999877929688,82.96878051757812,49737500,SPY
2005-07-05,119.25,120.6500015258789,119.19000244140625,120.48999786376953,83.63511657714844,51549000,SPY
2005-07-06,120.38999938964844,120.6500015258789,119.41000366210938,119.4800033569336,82.93404388427734,52363600,SPY
2005-07-07,118.29000091552734,119.94999694824219,118.26000213623047,119.94999694824219,83.26028442382812,103268800,SPY
2005-07-08,119.97000122070312,121.31999969482422,119.72000122070312,121.31999969482422,84.2112808227539,64491200,SPY
2005-07-11,121.33000183105469,122.0999984741211,121.30999755859375,121.94000244140625,84.64161682128906,49688300,SPY
2005-07-12,121.98999786376953,122.62999725341797,121.63999938964844,122.26000213623047,84.8637466430664,51871100,SPY
2005-07-13,122.2699966430664,122.5199966430664,121.98999786376953,122.43000030517578,84.98171997070312,41182300,SPY
2005-07-14,122.9800033569336,123.44000244140625,122.48999786376953,122.91000366210938,85.31488800048828,63638800,SPY
2005-07-15,122.79000091552734,123.04000091552734,122.36000061035156,122.83999633789062,85.26631164550781,56075900,SPY
2005-07-18,122.5,122.62999725341797,122.05000305175781,122.3499984741211,84.92620086669922,56598400,SPY
2005-07-19,122.70999908447266,123.11000061035156,122.41000366210938,123.0199966430664,85.39124298095703,59165700,SPY
2005-07-20,122.58999633789062,123.7300033569336,122.30000305175781,123.44000244140625,85.68278503417969,69477000,SPY
2005-07-21,123.55000305175781,123.61000061035156,122.47000122070312,122.72000122070312,85.18302154541016,101110900,SPY
2005-07-22,122.87999725341797,123.55999755859375,122.62999725341797,123.54000091552734,85.75220489501953,52607100,SPY
2005-07-25,123.41000366210938,123.94999694824219,122.8499984741211,123.19000244140625,85.50926971435547,57301600,SPY
2005-07-26,123.2300033569336,123.52999877929688,122.94999694824219,123.33999633789062,85.61337280273438,42758800,SPY
2005-07-27,123.5,123.88999938964844,123.05000305175781,123.79000091552734,85.92575073242188,43181600,SPY
2005-07-28,123.95999908447266,124.63999938964844,123.63999938964844,124.56999969482422,86.46714782714844,47880700,SPY
2005-07-29,124.41000366210938,124.62999725341797,123.5,123.73999786376953,85.89104461669922,62358100,SPY
2005-08-01,123.83000183105469,124.04000091552734,123.44999694824219,123.6500015258789,85.82854461669922,40418200,SPY
2005-08-02,123.87000274658203,124.5999984741211,123.73999786376953,124.38999938964844,86.34223175048828,45147400,SPY
2005-08-03,124.25,124.73999786376953,124.12000274658203,124.72000122070312,86.57125091552734,36837200,SPY
2005-08-04,124.2300033569336,124.30999755859375,123.56999969482422,123.72000122070312,85.87715148925781,50855600,SPY
2005-08-05,123.44999694824219,123.9800033569336,122.66999816894531,122.87999725341797,85.2940673828125,53595500,SPY
2005-08-08,123.1500015258789,123.41000366210938,122.37999725341797,122.6500015258789,85.13443756103516,47616000,SPY
2005-08-09,123.05999755859375,123.58999633789062,122.87000274658203,123.38999938964844,85.6480941772461,47170000,SPY
2005-08-10,123.81999969482422,124.5,122.81999969482422,123.33000183105469,85.60645294189453,72863700,SPY
2005-08-11,123.2699966430664,124.02999877929688,123.01000213623047,123.81999969482422,85.94656372070312,58570200,SPY
2005-08-12,123.56999969482422,123.69000244140625,122.75,123.05999755859375,85.41902160644531,54776900,SPY
2005-08-15,123.22000122070312,123.87000274658203,122.83000183105469,123.81999969482422,85.94656372070312,36208500,SPY
2005-08-16,123.44000244140625,123.5199966430664,122.08999633789062,122.20999908447266,84.82902526855469,71942100,SPY
2005-08-17,122.19000244140625,122.87000274658203,122.02999877929688,122.19999694824219,84.82209777832031,62275100,SPY
2005-08-18,122.05000305175781,122.55999755859375,121.83999633789062,122.19000244140625,84.81515502929688,53388600,SPY
2005-08-19,122.62999725341797,122.81999969482422,122.19999694824219,122.47000122070312,85.0094985961914,39842100,SPY
2005-08-22,122.58000183105469,123.2300033569336,121.87999725341797,122.47000122070312,85.0094985961914,69912000,SPY
2005-08-23,122.5,122.61000061035156,121.1500015258789,122.23999786376953,84.84989929199219,55168600,SPY
2005-08-24,121.94000244140625,122.7300033569336,121.08999633789062,121.1500015258789,84.0932388305664,79104600,SPY
2005-08-25,121.3499984741211,121.66999816894531,121.20999908447266,121.58999633789062,84.3986587524414,35631100,SPY
2005-08-26,121.4800033569336,121.48999786376953,120.68000030517578,120.76000213623047,83.82254791259766,61956800,SPY
2005-08-29,120.41000366210938,121.77999877929688,120.37999725341797,121.69000244140625,84.46808624267578,56179200,SPY
2005-08-30,121.25,121.30000305175781,120.38999938964844,121.05000305175781,84.02384185791016,74160200,SPY
2005-08-31,121.19000244140625,122.66000366210938,120.73999786376953,122.58000183105469,85.08586120605469,102945200,SPY
2005-09-01,122.5199966430664,123.1500015258789,121.13999938964844,122.48999786376953,85.02339172363281,74578700,SPY
2005-09-02,122.8499984741211,122.87999725341797,122.04000091552734,122.2699966430664,84.87068939208984,47653400,SPY
2005-09-06,122.66000366210938,123.80000305175781,122.6500015258789,123.69999694824219,85.86327362060547,57251300,SPY
2005-09-07,123.62999725341797,124.12999725341797,123.45999908447266,123.91000366210938,86.00902557373047,41749700,SPY
2005-09-08,123.66000366210938,124.0,123.30999755859375,123.5,85.72441101074219,39068700,SPY
2005-09-09,123.83000183105469,124.73999786376953,123.80000305175781,124.5999984741211,86.48796844482422,43093900,SPY
2005-09-12,124.44999694824219,124.66999816894531,124.2699966430664,124.3499984741211,86.314453125,33017600,SPY
2005-09-13,124.12999725341797,124.41999816894531,123.5199966430664,123.66000366210938,85.83551025390625,58427500,SPY
2005-09-14,123.73999786376953,123.91999816894531,123.0199966430664,123.20999908447266,85.52312469482422,57694600,SPY
2005-09-15,123.58999633789062,123.6500015258789,122.9000015258789,123.1500015258789,85.48151397705078,73156900,SPY
2005-09-16,123.30000305175781,123.73999786376953,122.87000274658203,123.5,86.08932495117188,75424100,SPY
2005-09-19,123.47000122070312,123.55000305175781,122.63999938964844,123.08999633789062,85.8035659790039,53355300,SPY
2005-09-20,123.19999694824219,123.61000061035156,121.87000274658203,122.05000305175781,85.07860565185547,84480300,SPY
2005-09-21,121.79000091552734,121.87000274658203,120.77999877929688,120.91000366210938,84.2839584350586,94469100,SPY
2005-09-22,120.94999694824219,121.66000366210938,120.44000244140625,121.33999633789062,84.58364868164062,84597200,SPY
2005-09-23,121.23999786376953,121.88999938964844,120.9000015258789,121.44000244140625,84.65337371826172,59368100,SPY
2005-09-26,122.0199966430664,122.23999786376953,121.08000183105469,121.58000183105469,84.75096130371094,70415400,SPY
2005-09-27,121.5199966430664,121.98999786376953,121.0199966430664,121.55000305175781,84.73003387451172,66150800,SPY
2005-09-28,121.93000030517578,122.12000274658203,121.19999694824219,121.66999816894531,84.81367492675781,58620500,SPY
2005-09-29,121.55000305175781,122.86000061035156,121.08000183105469,122.66000366210938,85.5037841796875,66607700,SPY
2005-09-30,122.62000274658203,123.04000091552734,121.73999786376953,123.04000091552734,85.7686996459961,47824200,SPY
2005-10-03,122.95999908447266,123.33999633789062,122.44999694824219,122.5999984741211,85.46194458007812,50994800,SPY
2005-10-04,122.79000091552734,123.02999877929688,121.16000366210938,121.22000122070312,84.50001525878906,60776300,SPY
2005-10-05,121.25,121.30999755859375,119.56999969482422,119.62999725341797,83.39165496826172,106052100,SPY
2005-10-06,119.77999877929688,120.26000213623047,118.16999816894531,119.19999694824219,83.09192657470703,140941800,SPY
2005-10-07,119.69999694824219,120.05000305175781,119.12999725341797,119.61000061035156,83.37770080566406,75661400,SPY
2005-10-10,119.68000030517578,119.70999908447266,118.30000305175781,118.5999984741211,82.67365264892578,52677000,SPY
2005-10-11,118.98999786376953,119.38999938964844,118.31999969482422,118.43000030517578,82.55517578125,75629800,SPY
2005-10-12,118.38999938964844,119.12999725341797,117.41000366210938,117.5,81.9068832397461,100510400,SPY
2005-10-13,117.45999908447266,118.08000183105469,116.87999725341797,117.43000030517578,81.85810852050781,99052900,SPY
2005-10-14,118.12000274658203,118.80999755859375,117.55999755859375,118.66999816894531,82.72249603271484,88651000,SPY
2005-10-17,118.80000305175781,119.2699966430664,118.44999694824219,119.11000061035156,83.0291748046875,68109300,SPY
2005-10-18,118.94000244140625,118.95999908447266,117.80000305175781,117.81999969482422,82.12993621826172,74996900,SPY
2005-10-19,117.5,119.80000305175781,117.12000274658203,119.77999877929688,83.49622344970703,116563800,SPY
2005-10-20,119.48999786376953,119.80999755859375,117.30000305175781,117.66999816894531,82.02537536621094,131966700,SPY
2005-10-21,118.29000091552734,118.77999877929688,117.51000213623047,118.12999725341797,82.34601593017578,96579500,SPY
2005-10-24,118.44000244140625,120.08999633789062,118.41000366210938,119.95999908447266,83.62171173095703,71308400,SPY
2005-10-25,119.72000122070312,120.23999786376953,118.94000244140625,119.72000122070312,83.45438385009766,76594500,SPY
2005-10-26,119.51000213623047,120.54000091552734,119.19000244140625,119.37000274658203,83.2104263305664,80855800,SPY
2005-10-27,119.19999694824219,119.37000274658203,117.93000030517578,118.0999984741211,82.32512664794922,66623100,SPY
2005-10-28,118.43000030517578,119.94999694824219,118.0999984741211,119.80000305175781,83.51016235351562,72322000,SPY
2005-10-31,120.29000091552734,121.30000305175781,120.12999725341797,120.12999725341797,83.74015808105469,77698900,SPY
2005-11-01,120.58000183105469,120.9000015258789,120.22000122070312,120.48999786376953,83.99114227294922,66365100,SPY
2005-11-02,120.16999816894531,121.75,120.12999725341797,121.75,84.86945343017578,74012300,SPY
2005-11-03,122.1500015258789,122.66000366210938,121.75,122.2699966430664,85.23194885253906,84897600,SPY
2005-11-04,122.4000015258789,122.45999908447266,121.55000305175781,122.11000061035156,85.12042999267578,59156000,SPY
2005-11-07,122.37000274658203,122.62000274658203,121.8499984741211,122.2300033569336,85.20409393310547,46765400,SPY
2005-11-08,121.93000030517578,122.41999816894531,121.79000091552734,122.2300033569336,85.20409393310547,42152800,SPY
2005-11-09,122.08000183105469,122.94999694824219,121.86000061035156,122.38999938964844,85.31562042236328,57666800,SPY
2005-11-10,122.33999633789062,123.5199966430664,121.75,123.33999633789062,85.97783660888672,79048100,SPY
2005-11-11,123.3499984741211,123.83999633789062,122.43000030517578,123.76000213623047,86.27058410644531,34867000,SPY
2005-11-14,123.79000091552734,124.0199966430664,123.37999725341797,123.69000244140625,86.22179412841797,45092200,SPY
2005-11-15,123.55000305175781,124.08999633789062,122.86000061035156,123.23999786376953,85.90806579589844,69592500,SPY
2005-11-16,123.37000274658203,123.55000305175781,122.9800033569336,123.48999786376953,86.0823974609375,51133000,SPY
2005-11-17,123.68000030517578,124.6500015258789,123.13999938964844,124.63999938964844,86.88399505615234,55717500,SPY
2005-11-18,125.05999755859375,125.27999877929688,124.33000183105469,125.12999725341797,87.22559356689453,72437200,SPY
2005-11-21,125.1500015258789,125.91000366210938,124.9800033569336,125.76000213623047,87.6647720336914,50021200,SPY
2005-11-22,125.55999755859375,126.5199966430664,125.41999816894531,126.30000305175781,88.04120635986328,66438800,SPY
2005-11-23,126.25,127.41000366210938,126.20999908447266,127.02999877929688,88.55001831054688,50854700,SPY
2005-11-25,126.9800033569336,127.22000122070312,126.80999755859375,127.12999725341797,88.6197280883789,15270000,SPY
2005-11-28,127.25,127.2699966430664,126.04000091552734,126.2300033569336,87.99235534667969,54498500,SPY
2005-11-29,126.6500015258789,126.9800033569336,126.08999633789062,126.08999633789062,87.89480590820312,51738900,SPY
2005-11-30,126.16000366210938,126.5199966430664,125.29000091552734,125.41000366210938,87.42076110839844,56007200,SPY
2005-12-01,126.0199966430664,127.02999877929688,125.9800033569336,126.69000244140625,88.31303405761719,65468200,SPY
2005-12-02,126.7699966430664,127.08000183105469,126.5,126.8499984741211,88.42456817626953,46699400,SPY
2005-12-05,126.69999694824219,126.7300033569336,126.18000030517578,126.58000183105469,88.23635864257812,59273400,SPY
2005-12-06,127.05000305175781,127.73999786376953,126.62999725341797,126.81999969482422,88.40364837646484,57935200,SPY
2005-12-07,126.7699966430664,126.87000274658203,125.68000030517578,126.08000183105469,87.88782501220703,66816500,SPY
2005-12-08,126.22000122070312,126.81999969482422,125.4800033569336,126.0,87.83203887939453,62608600,SPY
2005-12-09,126.16000366210938,126.77999877929688,125.81999969482422,126.33000183105469,88.06208801269531,50744500,SPY
2005-12-12,126.70999908447266,126.86000061035156,125.95999908447266,126.44999694824219,88.14574432373047,48389900,SPY
2005-12-13,126.41999816894531,127.69999694824219,126.29000091552734,127.30999755859375,88.74520874023438,88630900,SPY
2005-12-14,127.19000244140625,128.08999633789062,127.13999938964844,127.80999755859375,89.09378051757812,64375000,SPY
2005-12-15,127.83999633789062,128.0,127.18000030517578,127.44000244140625,88.8358383178711,55900300,SPY
2005-12-16,127.27999877929688,127.36000061035156,126.36000061035156,126.36000061035156,88.5499267578125,46238300,SPY
2005-12-19,126.7300033569336,126.87000274658203,125.69000244140625,125.70999908447266,88.09442901611328,48733000,SPY
2005-12-20,125.86000061035156,126.58999633789062,125.4800033569336,125.83000183105469,88.17851257324219,46603200,SPY
2005-12-21,126.22000122070312,126.76000213623047,125.80000305175781,126.02999877929688,88.31866455078125,51806900,SPY
2005-12-22,126.30999755859375,126.69000244140625,126.08000183105469,126.69000244140625,88.78118896484375,32247900,SPY
2005-12-23,126.77999877929688,126.86000061035156,126.41999816894531,126.76000213623047,88.83024597167969,27977300,SPY
2005-12-27,126.95999908447266,127.05000305175781,125.37999725341797,125.47000122070312,87.9262466430664,44499500,SPY
2005-12-28,125.73999786376953,125.98999786376953,125.5,125.75,88.12245178222656,30764300,SPY
2005-12-29,125.72000122070312,125.95999908447266,125.05999755859375,125.19000244140625,87.73003387451172,32788900,SPY
2005-12-30,124.80000305175781,125.05999755859375,124.36000061035156,124.51000213623047,87.2535171508789,44645600,SPY
2006-01-03,125.19000244140625,127.0,124.38999938964844,126.69999694824219,88.78819274902344,73256700,SPY
2006-01-04,126.86000061035156,127.48999786376953,126.69999694824219,127.30000305175781,89.20867919921875,51899600,SPY
2006-01-05,127.1500015258789,127.58999633789062,126.87999725341797,127.37999725341797,89.26470947265625,47307500,SPY
2006-01-06,128.02000427246094,128.5800018310547,127.36000061035156,128.44000244140625,90.00755310058594,62885900,SPY
2006-01-09,128.4199981689453,129.05999755859375,128.3800048828125,128.77000427246094,90.23880004882812,43527400,SPY
2006-01-10,128.38999938964844,128.97999572753906,128.25999450683594,128.89999389648438,90.32989501953125,44960800,SPY
2006-01-11,129.02000427246094,129.44000244140625,128.72999572753906,129.30999755859375,90.61719512939453,49598900,SPY
2006-01-12,129.0800018310547,129.27999877929688,128.44000244140625,128.8000030517578,90.25984191894531,40509200,SPY
2006-01-13,128.57000732421875,128.89999389648438,128.1999969482422,128.67999267578125,90.17572021484375,44856700,SPY
2006-01-17,128.1999969482422,128.4199981689453,127.80999755859375,128.3300018310547,89.93048858642578,52066600,SPY
2006-01-18,127.58000183105469,128.89999389648438,127.16000366210938,127.81999969482422,89.57305908203125,75067600,SPY
2006-01-19,128.1300048828125,128.77000427246094,127.80999755859375,128.30999755859375,89.91644287109375,81530400,SPY
2006-01-20,128.27999877929688,128.30999755859375,125.97000122070312,125.97000122070312,88.27659606933594,114957800,SPY
2006-01-23,126.20999908447266,126.81999969482422,126.12999725341797,126.41999816894531,88.59197235107422,67017400,SPY
2006-01-24,126.62999725341797,127.1500015258789,126.41999816894531,126.55000305175781,88.68309783935547,53008800,SPY
2006-01-25,127.04000091552734,127.18000030517578,125.83999633789062,126.66000366210938,88.76014709472656,87747700,SPY
2006-01-26,127.25,127.66999816894531,126.76000213623047,127.36000061035156,89.25072479248047,71294000,SPY
2006-01-27,127.66000366210938,128.66000366210938,127.44999694824219,128.5399932861328,90.07759857177734,65771200,SPY
2006-01-30,128.44000244140625,128.80999755859375,128.35000610351562,128.44000244140625,90.00755310058594,33709600,SPY
2006-01-31,128.32000732421875,128.5399932861328,127.48999786376953,127.5,89.34881591796875,72937000,SPY
2006-02-01,127.81999969482422,128.42999267578125,127.72000122070312,128.38999938964844,89.97248840332031,63561000,SPY
2006-02-02,128.10000610351562,128.13999938964844,126.80000305175781,126.9000015258789,88.92835998535156,83626900,SPY
2006-02-03,126.58000183105469,128.38999938964844,126.13999938964844,126.2699966430664,88.48686218261719,86040400,SPY
2006-02-06,126.44000244140625,126.80000305175781,126.16999816894531,126.5999984741211,88.7181167602539,45511900,SPY
2006-02-07,126.37999725341797,126.66000366210938,125.4000015258789,125.4800033569336,87.93326568603516,71208100,SPY
2006-02-08,125.8499984741211,128.10000610351562,125.5999984741211,126.62000274658203,88.73210144042969,59422200,SPY
2006-02-09,126.91999816894531,127.5999984741211,126.37000274658203,126.41000366210938,88.58499145507812,62023300,SPY
2006-02-10,126.43000030517578,127.12999725341797,125.44999694824219,126.63999938964844,88.74614715576172,64508700,SPY
2006-02-13,126.5999984741211,126.79000091552734,125.94999694824219,126.41000366210938,88.58499145507812,52308700,SPY
2006-02-14,126.45999908447266,128.02999877929688,126.20999908447266,127.75,89.52398681640625,90964400,SPY
2006-02-15,127.68000030517578,128.32000732421875,127.23999786376953,128.1999969482422,89.83935546875,85471300,SPY
2006-02-16,128.33999633789062,129.2100067138672,128.17999267578125,129.16000366210938,90.51210021972656,61017900,SPY
2006-02-17,129.0500030517578,129.16000366210938,128.5800018310547,128.80999755859375,90.26680755615234,40342600,SPY
2006-02-21,129.11000061035156,129.39999389648438,128.2899932861328,128.49000549316406,90.04261016845703,46456300,SPY
2006-02-22,128.77000427246094,129.64999389648438,128.64999389648438,129.27000427246094,90.58916473388672,42326700,SPY
2006-02-23,129.27000427246094,129.63999938964844,128.27999877929688,129.0800018310547,90.4560317993164,43423200,SPY
2006-02-24,129.11000061035156,129.47999572753906,128.75999450683594,129.41000366210938,90.68730163574219,36777400,SPY
2006-02-27,129.39999389648438,130.0399932861328,129.27999877929688,129.4600067138672,90.72230529785156,35858600,SPY
2006-02-28,129.1999969482422,129.91000366210938,128.1300048828125,128.22999572753906,89.86036682128906,74394800,SPY
2006-03-01,128.60000610351562,129.49000549316406,128.5,129.3699951171875,90.65923309326172,48641600,SPY
2006-03-02,128.89999389648438,129.4199981689453,128.61000061035156,129.36000061035156,90.65225982666016,60642300,SPY
2006-03-03,128.6699981689453,130.07000732421875,128.64999389648438,128.75999450683594,90.23175048828125,73402500,SPY
2006-03-06,129.13999938964844,129.17999267578125,127.8499984741211,128.1699981689453,89.81832885742188,57478400,SPY
2006-03-07,127.86000061035156,128.05999755859375,127.4000015258789,127.97000122070312,89.67817687988281,61780800,SPY
2006-03-08,127.69999694824219,128.44000244140625,127.18000030517578,128.24000549316406,89.86738586425781,66692400,SPY
2006-03-09,128.27999877929688,128.67999267578125,127.37999725341797,127.37999725341797,89.26470947265625,56313600,SPY
2006-03-10,127.70999908447266,128.83999633789062,127.44000244140625,128.58999633789062,90.1126480102539,60490800,SPY
2006-03-13,128.83999633789062,129.16000366210938,128.52999877929688,128.8300018310547,90.28084564208984,45479100,SPY
2006-03-14,128.7100067138672,130.22999572753906,128.61000061035156,130.17999267578125,91.2269287109375,69877300,SPY
2006-03-15,130.14999389648438,130.86000061035156,129.85000610351562,130.75999450683594,91.6333236694336,53398900,SPY
2006-03-16,131.00999450683594,131.47000122070312,130.83999633789062,131.02999877929688,91.82255554199219,65526400,SPY
2006-03-17,130.67999267578125,130.89999389648438,130.3800048828125,130.6199951171875,91.89920806884766,47286800,SPY
2006-03-20,130.63999938964844,130.89999389648438,130.2100067138672,130.41000366210938,91.75151824951172,45538500,SPY
2006-03-21,130.3699951171875,130.99000549316406,129.4499969482422,129.58999633789062,91.17457580566406,87102700,SPY
2006-03-22,129.50999450683594,130.50999450683594,129.4499969482422,130.3800048828125,91.73033905029297,51605700,SPY
2006-03-23,130.25999450683594,130.38999938964844,129.66000366210938,130.11000061035156,91.54043579101562,46704200,SPY
2006-03-24,129.99000549316406,130.57000732421875,129.74000549316406,130.2100067138672,91.61078643798828,43209200,SPY
2006-03-27,130.02999877929688,130.27999877929688,129.74000549316406,130.02000427246094,91.47708892822266,32523000,SPY
2006-03-28,129.92999267578125,130.52999877929688,129.0500030517578,129.22000122070312,90.91423797607422,82079900,SPY
2006-03-29,129.41000366210938,130.5,129.2899932861328,130.02999877929688,91.48413848876953,61505700,SPY
2006-03-30,130.11000061035156,130.97999572753906,129.5500030517578,129.8000030517578,91.32231903076172,70571700,SPY
2006-03-31,130.02000427246094,130.24000549316406,129.3699951171875,129.8300018310547,91.34343719482422,62925600,SPY
2006-04-03,130.07000732421875,130.8699951171875,129.49000549316406,129.72999572753906,91.27308654785156,61624700,SPY
2006-04-04,129.72999572753906,130.72999572753906,129.36000061035156,130.55999755859375,91.85704040527344,54809300,SPY
2006-04-05,130.61000061035156,131.27999877929688,130.3800048828125,131.00999450683594,92.17362213134766,50607200,SPY
2006-04-06,130.85000610351562,131.2100067138672,130.19000244140625,130.8699951171875,92.07512664794922,57906200,SPY
2006-04-07,131.05999755859375,131.39999389648438,129.35000610351562,129.5399932861328,91.1393814086914,80180900,SPY
2006-04-10,129.74000549316406,130.0800018310547,129.25999450683594,129.74000549316406,91.28009796142578,41496500,SPY
2006-04-11,129.85000610351562,130.05999755859375,128.25,128.63999938964844,90.50616455078125,72799400,SPY
2006-04-12,128.77000427246094,129.1300048828125,128.61000061035156,128.8800048828125,90.67504119873047,43033700,SPY
2006-04-13,128.58999633789062,129.25,128.30999755859375,128.7100067138672,90.55541229248047,51051800,SPY
2006-04-17,128.8300018310547,129.30999755859375,128.02000427246094,128.66000366210938,90.5202407836914,64167700,SPY
