Headline,Date
"A-hedTravelers Discover Vacationing in a Ghost Town Can Be GrimSome abandoned locales are marketing longer stays, but visitors say that’s too much time with actual ghosts; chased by drones","January 16, 2025 05:30 am ET"
"FashionStylish Workout Clothes Are Expensive. A Marathoner’s Guide to Shopping Smarter.Determined to hit the gym more in 2025? From $160 tops to $420 shorts, workout clothes can cost eye-watering sums. Here, no-nonsense advice for men and women.","January 24, 2025 02:00 pm ET"
"Pro Cyber NewsBiden Issues 11th-Hour Cyber Executive OrderBrandishing $102 billion in I.T. purchasing power, the U.S. will require tech firms that want government contracts to meet higher security standards, the White House says.","January 16, 2025 05:30 am ET"
"BusinessEnergy & Utilities Roundup: Market TalkFind insight on oil prices, SSE, Iberdrola and more in the latest Market Talks covering Energy and Utilities.","January 22, 2025 04:56 pm ET"
CommentaryOpinion: Trump’s ‘Energy Emergency’ and the IEAHow the agency went from being an honest broker to the Paris Agreement’s ‘armed wing.’,"January 23, 2025 02:50 pm ET"
"A-hedAmerica’s $3 Billion Habit: Meat SticksThe snack’s popularity has brought a proliferation of new flavors and high-end options. For some fans, that’s a problem.","January 26, 2025 05:30 am ET"
"Personal FinanceWhat’s New This Tax Season That Can Save You MoneyThere are some new wrinkles, especially for those who sell things online or bought an EV.","January 27, 2025 05:30 am ET"
BusinessPork Giant Smithfield Returns to U.S. Stock MarketShares closed down in their first day of trading. CEO Shane Smith said the company is at its peak despite threats of tariffs and concerns over its Chinese ownership.,"January 28, 2025 05:30 pm ET"
Paid ProgramTransforming Movie and TV Production With the CloudHow cloud technology is driving a new era of movie magic and binge-worthy entertainment.,Tarih bulunamadı.
U.S.Political Plays Fueled More Congestion at Reagan National AirportThe airport preferred by Washington lawmakers and lobbyists lies in some of the most congested airspace in the country.,"January 30, 2025 01:27 pm ET"
LettersOpinion: Are Food Additives Worse Than Sugar?It’s worth thinking about when investigating the increase in colon cancer in young people.,"January 20, 2025 03:16 pm ET"
StyleAmerica’s Wellness Capital Seeks a Wildfire DetoxWarnings of water and air contamination have locals on high alert. Some are taking safety into their own hands.,"January 21, 2025 10:05 pm ET"
Latin AmericaPanama Launches Charm Offensive in First Bilateral Meeting With Trump AdministrationCentral American nation offers closer cooperation on migration and security while seeking to ease U.S. fears about Chinese influence over the Panama Canal.,"January 28, 2025 04:30 pm ET"
"EuropeEU Floats Simplification Plan for Companies’ Regulatory ComplianceThe effort has gained new urgency amid the second Trump administration, which has threatened Europe with tariffs for goods manufactured outside the U.S","January 29, 2025 02:19 pm ET"
"BusinessServiceNow Forecasts Slightly Slower Growth After Revenue JumpsServiceNow forecast slightly slower growth ahead, even as executives noted that the shakeup caused by artificial intelligence offers significant upside to the cloud-based software company.","January 29, 2025 05:41 pm ET"
ChinaChina’s Export Boom Means Trump Tariffs Would Hit Beijing Where It HurtsThe country’s economy is increasingly reliant on foreign demand for goods pouring out of Chinese factories.,"January 12, 2025 10:37 pm ET"
StreetwiseInvestors Bet Trump Will Make Europe Investable AgainThe big hope is that Europe will move faster to implement reforms in the face of competitive threats from the U.S.,"January 24, 2025 07:24 am ET"
World‘This One’s Mine.’ Ukraine Says Russia Is Executing More POWs and Capturing It on Video.Ukrainian officials say the killings are part of a pattern of abuse by Russian armed forces that violates international laws.,"January 24, 2025 03:16 pm ET"
"PoliticsU.S. Capitol Rioters Return to D.C.—This Time for Inaugural PartiesAs jubilant Trump die-hards, including Jan. 6 rioters, flooded into D.C. over the weekend, it felt like a wartime capital changing hands—one army in retreat, another preparing to claim its spoils.","January 20, 2025 05:30 am ET"
"BusinessCC Capital Partners Raises Offer for Insignia to $1.9 BillionThe proposal compares with a prior offer of A$4.30 per share, made by CC Capital and matched by Bain earlier this week.","January 16, 2025 06:41 pm ET"
LettersOpinion: The Risks of Secretary Robert F. Kennedy Jr.The issue isn’t only his troubling views but whether a complex federal agency can function effectively under his leadership.,"January 30, 2025 04:46 pm ET"
"EuropeEU’s Big Tech Antitrust Fines ‘Not a Tax’, Competition Chief Ribera SaysRibera said that regulators are “bound by the rule of law” and that it is the EU executive’s duty to protect consumers. Trump recently lashed out at the EU for its antitrust enforcement against U.S. businesses.","January 31, 2025 12:11 pm ET"
"LIVE COVERAGE POSTTrump Moves to End Birthright Citizenship, Send Troops to Border in Immigration Executive Orders","January 20, 2025 09:53 am ET"
"EconomyU.K. Government Backs Third Runway at HeathrowThe third runway is part of its drive to lift the U.K. economy out of a long period of stagnation, Treasury chief Rachel Reeves said in a speech on Wednesday.","January 29, 2025 07:05 am ET"
"Autos IndustryGeneral Motors Reaches Settlement With FTC for Selling Consumer DataGeneral Motors reached an agreement to settle allegations that the automaker shared drivers’ locations and behavior data without their consent, the Federal Trade Commission said.","January 16, 2025 05:24 pm ET"
Heard on the StreetDeepSeek’s Deeper Impact Is Positive for Some Hard-Hit StocksTSMC and other companies in the chip ecosystem could see even more business if AI becomes cheaper.,"January 28, 2025 09:27 am ET"
WorldThe Deep-Sea Battle Over the World’s Data Cables Is Heating UpA Russian spy ship seen in U.K. waters points to continuing worries over the safety of undersea cables that link the global economy.,"January 23, 2025 11:30 am ET"
Upward MobilityOpinion: Trump Delivers on His Promise to Dismantle DEIAn Inauguration Day executive order recognizes that Americans are eager to move beyond race.,"January 21, 2025 04:37 pm ET"
FinanceAmerican Express to Pay $230 Million in Fines for Aggressive Sales PracticesThe Wall Street Journal had reported on a series of deceptive and strong-arm tactics the card company used to increase small business sign-ups.,"January 16, 2025 03:11 pm ET"
Paid ProgramWhat Businesses Can Learn From Sports LeaguesWhat businesses can learn from a leading sports organization about building loyalty with customers using the cloud.,Tarih bulunamadı.
"BusinessCC Capital Partners Raises Offer for Insignia to $1.9 BillionThe proposal compares with a prior offer of A$4.30 per share, made by CC Capital and matched by Bain earlier this week.","January 16, 2025 06:41 pm ET"
"Private PropertiesAsking $66 Million: A Beverly Hills Mansion Built for Novelist Jackie CollinsThe current sellers spent around $25 million and five years gut-renovating the property, which is located in the Flats neighborhood","January 27, 2025 12:30 pm ET"
"PoliticsTop Trump Diplomat to Share Foreign-Policy Role With Army of EnvoysMarco Rubio used to clash with President-elect Donald Trump, but now seems headed toward Senate confirmation as secretary of state.","January 16, 2025 07:48 pm ET"
"House CallNaomi Watts on ‘Terrifying’ Wildfires, ‘Mulholland Drive’ and Her Friendship With Nicole KidmanThe actress talks about the Los Angeles area blazes, as well as her childhood and her new book on menopause.","January 21, 2025 11:00 am ET"
"Steven RosenbushDeepSeek’s Big Question: Where Does AI’s True Value Reside?The $1 trillion stock selloff sparked by startup DeepSeek’s powerful new reasoning model goes beyond questions of training costs and capital investment levels for artificial intelligence, and right to the heart of perhaps the biggest question of all for AI: Where does value in AI reside?","January 29, 2025 02:15 pm ET"
U.S.Freed Jan. 6 Convicts Are Back on the Street and Ready to Help TrumpSome in law enforcement fear a surge in violence by far-right groups; Proud Boys leader jokes he could serve in the cabinet as ‘Secretary of Retaliation.’,"January 23, 2025 09:16 pm ET"
"U.S.Trump Keeps Urging California to Turn on Its Giant ‘Faucet’The president’s repeated talk of a spigot, which he calls a faucet or valve, has been puzzling Californians and Canadians for some time. “I don’t really understand what he’s saying.”","January 24, 2025 10:00 am ET"
"Carry OnMy High-Stakes Gamble on a $99 a Night Last-Minute CruiseCruising is having a moment, making discounts harder to find. So I tried one tiny hack to the affordable last-minute cruise of your dreams: standby.","January 28, 2025 09:00 pm ET"
"FashionWhy Wealthy Men Love These $1,000 Pants That Feel ‘Like Pajamas’Comfy yet sufficiently dressy in wool, these five-pocket pants have affluent men reaching for their Black Cards. Why a little-known Italian brand’s $1,000 cashmere specimen is the most sought-after of all.","January 17, 2025 10:00 am ET"
"U.S.Our Reporter Deployed With an L.A. Fire-Damage Inspector. Here’s What He Saw.Tallying each property’s condition, the assessments can be a family’s first official word on whether their home—and neighborhood—was destroyed.","January 20, 2025 05:30 am ET"
Business WorldOpinion: A Lawfare Finale?Monday’s ugly pardons are why the press needs to do an honest job again.,"January 21, 2025 04:43 pm ET"
BusinessItaly’s Banca Ifis Bids For Illimity Amid Sector ConsolidationThe takeover offer values the specialty lender at around $309 million as banking consolidation in the country heats up.,"January 8, 2025 06:35 am ET"
"DesignConfessions of a Lightbulb HoarderWhen the Biden administration banned incandescent bulbs, I hoarded hundreds. If you’re not as nuts as I am—but still wary of LEDs, pros say try these warm workarounds.","January 31, 2025 05:30 pm ET"
BusinessFDA Allows Flavored Zyn Nicotine Pouches to Stay on the MarketThe agency found Zyn’s benefit as a safer alternative for adult cigarette smokers outweighs its risk to young people.,"January 16, 2025 01:10 pm ET"
Review & OutlookOpinion: Reality Bites UPS and the TeamstersThe company is laying off workers after its big contract payoff to the union.,"January 31, 2025 05:38 pm ET"
"Journal Reports: TechnologyYour Medical Records Are a Mess. Technology Can Help.The digitization of healthcare information was supposed to make it all so easy. It hasn’t yet, but it’s getting there.","October 24, 2024 11:00 am ET"
"Review & OutlookOpinion: America’s Schools Keep FlunkingNAEP reading scores continue to decline, years after Covid lockdowns.","January 29, 2025 06:11 pm ET"
WorldTrump Middle East Envoy Makes Rare Trip by U.S. Official to GazaSteve Witkoff visited the enclave to oversee the implementation of a fragile cease-fire between Israel and Hamas.,"January 29, 2025 03:10 pm ET"
"BusinessWaste Management Targets $450 Million in Savings From Automation Push, Job CutsWaste Management will shed 1,000 jobs this year, accelerating its automation efforts and moving the company closer to its goal of $450 million in cost cuts.","January 30, 2025 05:16 pm ET"
"ChinaCattle Gallstones, Worth Twice as Much as Gold, Drive a Global Smuggling FrenzyA prized ingredient in China’s multibillion-dollar industry for traditional medicine, gallstones have become the must-have item among underground traders and armed robbers in Brazil.","January 19, 2025 09:00 pm ET"
"Paid ProgramRiding the Tech Waves—From Smart Cities to Generative AIWhy generative AI reaches more people, inspires new innovation, and creates even more value.",Tarih bulunamadı.
WorldTrump Middle East Envoy Makes Rare Trip by U.S. Official to GazaSteve Witkoff visited the enclave to oversee the implementation of a fragile cease-fire between Israel and Hamas.,"January 29, 2025 03:10 pm ET"
"BusinessWaste Management Targets $450 Million in Savings From Automation Push, Job CutsWaste Management will shed 1,000 jobs this year, accelerating its automation efforts and moving the company closer to its goal of $450 million in cost cuts.","January 30, 2025 05:16 pm ET"
Middle EastIsraeli Cabinet Approves Gaza Deal as Hostage Release Draws NearNetanyahu’s office says the cease-fire agreement will go into effect Sunday.,"January 18, 2025 06:29 am ET"
"WSJ ProPro VC MA IPOsVenture Capitalists Make Small Investment in Rewrite Therapeutics Pay OffInvestors put $2.1 million into the biotech startup, which Intellia Therapeutics has bought for up to $200 million.","February 3, 2022 07:49 pm ET"
LIVE COVERAGE POSTCircle Donates $1 Million to Trump’s Inaugural Committee,"January 10, 2025 12:30 pm ET"
"TechTech, Media & Telecom Roundup: Market TalkFind insight on Intel, CGI, SiriusXM and more in the latest Market Talks covering technology, media and telecom.","January 30, 2025 04:56 pm ET"
WSJ ProPro Cyber NewsUnitedHealth Estimates Change Healthcare Hack Impacted About 190 Million PeopleOver half of the U.S. had private data stolen in a 2024 cyberattack at the insurance giant—far more than previous estimates.,"January 24, 2025 08:58 pm ET"
"BusinessAuto & Transport Roundup: Market TalkRead about Tesla, American Airlines, UPS and more in the latest Market Talks covering the auto and transport sectors.","January 30, 2025 04:58 pm ET"
"U.S. EconomyFed Stands Pat on Rates, Entering New Wait-and-See PhaseFed Chair Jerome Powell says, “We do not need to be in a hurry to adjust our policy stance.”","January 29, 2025 05:53 pm ET"
"U.S.Plane Crash Rips Through World of Elite Figure SkatingThe passengers on American Airlines Flight 5342 included some of America’s most promising young skaters and coaches, returning from a national training camp for up-and-coming talents.","January 30, 2025 03:13 pm ET"
DesignHow a Manhattan Art Collection Inspired the Design of a ‘Very Florida’ CondoA case study in how your old art from a previous residence can inspire your new home’s color scheme—and inform the choices of vastly different decor.,"January 31, 2025 11:45 am ET"
Whats News Business FinanceWhat’s News: Business & FinanceWhat’s News: Business & Finance,"January 7, 2025 12:01 am ET"
"SportsBirds vs. Behemoth: Do the Eagles Have a Super Bowl Shot Against the Chiefs?Philadelphia and Kansas City book a championship rematch—with NFL history on the line, plus a few new wrinkles.","January 27, 2025 08:00 am ET"
Review & OutlookOpinion: A Tale of Two State Insurance MarketsFlorida fixed its market with reforms. California didn’t. See the results.,"January 16, 2025 05:56 pm ET"
"TechApple Rolls Out Buy Now, Pay Later PlanThe tech company will let users apply for loans of as much $1,000 with no interest or fees.","March 28, 2023 04:17 pm ET"
"Turning PointsThey Cared for Each Other Into Their 80s. Then He Shot Her and Killed Himself.The strain of caregiving likely plays a role in murder-suicides among older adults, say researchers.","January 19, 2025 09:00 pm ET"
"MarketsChina Shares Rise, Dollar Weakens on Trump’s Latest Tariff RemarksStocks in China and Hong Kong rose on President Trump’s remark that he would rather not impose tariffs on China, suggesting the possibility of a trade deal.","January 23, 2025 11:51 pm ET"
"ScienceBennu Asteroid Contains Material Needed for Life, NASA Mission FindsThe discovery supports the theory that asteroids seeded life on Earth.","January 30, 2025 09:49 am ET"
Gas MarketsU.S. Natural Gas Futures Gain Ahead of Inventory DataU.S. natural gas futures snapped a two-day losing streak ahead of an inventory report that will likely show storage shifting from a surplus to a deficit against the five-year average.,"January 29, 2025 03:30 pm ET"
Logistics ReportNorfolk Southern Earnings Jump on Lower Operating ExpensesThe 40% improvement in operating earnings comes as the railroad settled a key claim over a 2023 Ohio derailment.,"January 29, 2025 03:46 pm ET"
Paid ProgramRedefining Resilience Is a Business ImperativeResilience allows companies to adapt and evolve with intention and purpose.,Tarih bulunamadı.
"Family & Tech: Julie JargonKids Turn to a Mental-Health Chatbot to Share Their AnxietiesPart counselor and part friend, Troodi talks with children about their worries and fears. “Sometimes I forget she’s not a real person,” says one teen.","January 11, 2025 05:30 am ET"
ScienceFoxes Dive Head First Into Snow to Catch Prey. Scientists Figured Out Why They Don’t Get Hurt.How foxes hunting for a hot meal in a wintry landscape use a technique called ‘mousing’ to great effect.,"January 16, 2025 11:26 am ET"
"Personal FinanceThe Reality of GoFundMe Is That Money Often Doesn’t Go to Those Who Need It MostCrowdfunding gives disaster victims a lifeline, but the results can be uneven.","January 17, 2025 05:30 am ET"
BusinessUnitedHealth’s Challenges With High Medical Costs ContinueThe company’s shares fell in premarket trading following the healthcare firms first earnings since the killing of executive Brian Thompson.,"January 16, 2025 10:54 am ET"
"StocksTexas Stock Exchange Startup Asks SEC to Clear 2026 LaunchWith $160 million in funding from Wall Street heavyweights, the startup’s CEO wants to challenge New York as a financial hub.","January 31, 2025 06:00 pm ET"
"TechThe Guy Behind DeepSeek Blurbed My Book in ChinaOn Friday, I had never heard of Liang Wenfeng. By Monday, I realized he knew a lot about my work—and I was scrambling to learn about his.","January 27, 2025 05:13 pm ET"
"FinanceWhat JPMorgan Earnings Tell Us About Household FinancesJPMorgan CEO Jamie Dimon said he is optimistic on the economy, but he noted that inflation and the war in Ukraine would be significant challenges.","April 13, 2022 10:11 am ET"
LIVE COVERAGE POSTWhat Bank Earnings Told Us About Americans' Finances,"October 15, 2024 02:36 pm ET"
BusinessWhat Happened After Florida Cracked Down on Illegal ImmigrationThe state’s experience is instructive as President-elect Donald Trump prepares to overhaul the U.S. immigration system.,"January 18, 2025 09:00 am ET"
"LIVE COVERAGE POSTTrump Set to Declare Energy Emergency, Aims to Boost U.S. Oil and Gas Production","January 20, 2025 01:22 pm ET"
Bookshelf‘Matter’: The Nothing at the Heart of EverythingContemporary physics still wrestles with a question posed by philosophers millennia ago: What is the universe made of?,"January 17, 2025 10:45 am ET"
"HealthOzempic Among the Next Drugs Up for Medicare Price NegotiationsThe list of drugs account for $41 billion in annual Medicare spending, the Biden administration said.","January 17, 2025 11:10 am ET"
"Future ViewOpinion: What Trump Can Do in His First 100 DaysStudents discuss Greenland, the Middle East and the potential for bipartisan backing for the President’s agenda.","January 21, 2025 05:57 pm ET"
BusinessFire at One of World’s Largest Battery Plants Prompts Evacuations in CaliforniaAuthorities haven’t determined what sparked the blaze.,"January 17, 2025 05:24 pm ET"
"Heard on the StreetAmex Has a First-Class Problem: Can Consumer Spending Really Keep Up?The card giant has set a high bar for growth, but there is rising uncertainty about 2025.","January 24, 2025 01:21 pm ET"
"Personal FinanceESG Roundup: Market TalkGain insight on the renewable energy market, EU regulations and the climate transition in the latest Market Talks covering ESG Impact Investing.","January 22, 2025 05:09 pm ET"
Central BanksBank of Canada Expects Quantitative-Tightening Program to End by MidyearThe central bank expects to be the first among major monetary authorities to unwind pandemic-era asset purchases.,"January 16, 2025 01:26 pm ET"
"PoliticsTrump’s New Targets in the Culture War: Brutalist Architecture and America’s Tallest MountainThe president’s preference for classical design for new federal buildings, and his revival of the name Mt. McKinley for North America’s tallest mountain, resume a larger conflict that raged during his first term in office.","January 26, 2025 05:30 am ET"
Review & OutlookOpinion: California’s Wildfire Insurance CatastropheThe state has refused to let insurers do proper pricing for risk. Homeowners and taxpayers will pay for the mistake.,"January 10, 2025 10:10 am ET"
"CFO JournalAmerican Airlines Names New CFO as It Looks to Cut DebtDevon May will take over as the airline’s chief financial officer on Jan. 1, succeeding Derek Kerr.","December 13, 2022 04:27 pm ET"
Paid ProgramModernizing Financial Services: Improving the Customer Experience With PersonalizationThe cloud helps financial institutions leverage their data to create personalized interactions across the customer journey.,Tarih bulunamadı.
"Future ViewOpinion: Facebook, ‘Fact Checking’ and Free SpeechStudents discuss Mark Zuckerberg’s decision on social-media moderation systems.","January 14, 2025 05:34 pm ET"
"BusinessAmerica Has Fallen in Love With Long-Shot Sports BetsParlays, the tough-to-win multipart wagers with tantalizing payouts, are bringing in casual and newbie gamblers, and betting companies are making a killing.","January 25, 2025 09:00 pm ET"
HomesThese L.A. Homeowners Installed Private Fire Hydrants. Here’s How They Fared.Our reporter caught up with a number of people who had prepared for wildfires with built-in systems. “I’m sleeping with one eye open.”,"January 16, 2025 03:10 pm ET"
"Off BrandAt the Trump Inauguration, Fashion Means BusinessA custom hat that was almost lost and a lingerie-inspired “shirt” that may still be at large: every inaugural fashion moment that nearly stole the show.","January 22, 2025 10:06 am ET"
"CryptocurrencySam Bankman-Fried Released on $250 Million BondThe FTX founder was ordered to stay in his parents’ Palo Alto, Calif., home after his first appearance in a New York federal court.","December 22, 2022 05:31 pm ET"
"MarketsBillion-Dollar Crypto Loan Easy to Get, Gone in a FlashFlash loans can have benefits, such as helping traders capitalize on price differences between cryptocurrencies on different exchanges. But flash loans have a dark side.","May 8, 2022 07:00 am ET"
PoliticsTed Cruz Leads Republican Charge to Defund Consumer-Protection AgencyThe CFPB—tasked to protect consumers from unfair banking practices—was created by Democrats in the wake of the 2008 financial crisis.,"January 29, 2025 04:56 pm ET"
"BusinessBasic Materials Roundup: Market TalkRead about Freeport-McMoRan, Salzgitter, London-listed miners and more in the latest Market Talks covering basic materials.","January 24, 2025 04:58 pm ET"
Bookshelf‘What the Chicken Knows’: Not So FeatherbrainedThe author of “The Soul of an Octopus” learns the language of the free-roaming hens outside her back door.,"January 17, 2025 10:09 am ET"
LettersOpinion: A Lesson for California From King CanuteHubris and humility.,"January 17, 2025 09:55 am ET"
"Review & OutlookOpinion: Tulsi Gabbard, Edward Snowden and IntelligenceDoes the U.S. want a director of national intelligence who excuses mass leaking of secrets?","January 28, 2025 06:24 pm ET"
"HealthHealth Care Roundup: Market TalkRead about AbbVie, Novartis, ResMed and more in the latest Market Talks covering the Health Care sector.","January 31, 2025 05:00 pm ET"
"Latin AmericaHow Javier Milei’s Tough Remake of Argentina Made Him a MAGA HeroOne year in, “El Loco” is curbing public spending, slashing red tape—and offering his services to Donald Trump.","January 21, 2025 09:00 pm ET"
"TechEU Steps Up Probe of Elon Musk’s X Ahead of Trump InaugurationThe European Commission has ramped up its investigation into Elon Musk’s X social network after the tech mogul criticized European governments in recent weeks, and just days before President-elect Donald Trump is set to return to the White House.","January 17, 2025 12:28 pm ET"
"DesignI’m an Avid Gardener. Why Can’t I Keep My Indoor Herb Garden Alive?Every winter, our garden-pro columnist attempts to grow greens in her kitchen, but her parsley darlings always wither. She sought out expert advice.","January 15, 2025 06:15 pm ET"
"PoliticsVenezuela Releases Six Americans to Trump Official Seeking Deportation DealThe U.S. pressed for the release of 15 American detainees, offering to extend sanctions exemptions for U.S. oil companies.","January 31, 2025 08:39 pm ET"
"Real EstateAfter the Fires, Bidding Wars and Cutthroat Demand Take Over L.A.’s Rental MarketThousands of displaced people need somewhere to live and they are entering the contest to find housing for the months—or even years—it will take for their homes and neighborhoods to be rebuilt.","January 16, 2025 09:00 pm ET"
"U.S.Trump Clemency Sparks Clash on Oath Keepers Visiting WashingtonA federal judge said the group’s founder, Stewart Rhodes, can’t travel to the nation’s capital without permission, prompting objections from a Trump-appointed prosecutor.","January 24, 2025 06:32 pm ET"
CFO JournalSouthwest Airlines CFO Tammy Romo to Retire as Airline Embarks on TurnaroundRomo is retiring after more than three decades with the carrier as it works on a turnaround after lagging behind some of its peers in recent years.,"January 9, 2025 04:10 pm ET"
Review & OutlookOpinion: The Undersea Cable WarRussia and China are suspected of targeting these key data channels.,"January 24, 2025 05:34 pm ET"
Paid ProgramBuilding a Culture of SecurityLearn how to build security into how your company makes decisions.,Tarih bulunamadı.
About FaceI Told My Son to Always Be Himself. Was I Wrong?Actors and teachers both pretend to be other people in order to find the truth.,"January 30, 2025 12:00 pm ET"
WSJ ProPro BankruptcyTexas Firm Sued for J.C. Penney Bankruptcy Fees Over Undisclosed RomanceJ.C. Penney’s bankruptcy administrators argue that fees should be returned after Jackson Walker didn’t disclose the romantic relationship between its then-partner Elizabeth Freeman and former judge David R. Jones.,"January 29, 2025 02:52 pm ET"
LIVE COVERAGE POSTWhat Pete Hegseth Has Said About Women in the Military and in Combat Roles,"January 14, 2025 11:31 am ET"
"MarketsIndia Embraces Stock Investing as Local Market SurgesIndian stocks have risen more than any other major market in the world this year and that is enticing millions of local investors to put their savings into equities, further buoying the market.","October 17, 2021 05:30 am ET"
"East is EastOpinion: Foreign Lessons in the Perils of DEI and Affirmative ActionThe Trump administration saves the U.S. from going the way of India, South Africa and Malaysia.","January 29, 2025 11:41 am ET"
"BusinessMicrosoft, AWS Could Face U.K. Watchdog Probe Into Cloud Services MarketMicrosoft and Amazon Web Services could face an investigation by U.K. regulators after an independent enquiry found that competition isn’t working in the cloud services market.","January 28, 2025 02:00 pm ET"
"Bookshelf‘The Missing Thread’: Women of War and EmpireQueen Teuta of Illyria held an audience with two Roman ambassadors. When one of them disrespected her, she had the envoy killed.","January 9, 2025 03:18 pm ET"
"Autos IndustryGM Signs Multibillion-Dollar Deal for Supply of EV Battery MaterialsThe deal, with Norway’s Vianode, is for delivery of a material critical for electric-vehicle batteries.","January 15, 2025 07:42 am ET"
Private PropertiesBillionaire Bill Koch Wants $125 Million for His Aspen CompoundThe industrialist is asking double the 2016 price tag of his Elk Mountain Lodge estate in Colorado.,"January 29, 2025 03:50 pm ET"
"BusinessPulteGroup Quarterly Results Top EstimatesPulteGroup was the latest home builder to show it is navigating through challenges in the tricky U.S. housing market, posting higher-than-expected quarterly results and forecasting a stable 2025.","January 30, 2025 02:03 pm ET"
Foreign ExchangeThe WSJ Dollar Index Falls 0.5% to 101.80The WSJ Dollar Index was down 0.5% to 101.80 — lower for two consecutive trading days.,"January 24, 2025 05:43 pm ET"
"BusinessBasic Materials Roundup: Market TalkFind insight on gold prices,  South32, Lynas Rare Earths and more in the latest Market Talks covering Basic Materials.","January 20, 2025 04:31 am ET"
"PoliticsTrump Proclaims ‘The Golden Age of America Begins Right Now’The incoming president capped a historic comeback, embarking on an agenda that includes mass deportations, tariffs and slashing the size of the federal government.","January 20, 2025 04:52 pm ET"
DavosSpain’s Prime Minister Pushes for EU Plan to Rein In Social MediaPedro Sanchez said the EU should put an end to anonymity of users in social-media platforms and hold their CEOs personally accountable if they fail to comply with regulations.,"January 22, 2025 11:25 am ET"
StocksAsia Tech Stocks Slump After DeepSeek’s Rise Triggers U.S. Chip SelloffTechnology stocks fell sharply in Asia after the emergence of Chinese artificial-intelligence startup DeepSeek triggered a selloff in AI-related stocks overnight and cast uncertainty over the rising demand for data centers.,"January 28, 2025 02:07 am ET"
PoliticsRival Republican Factions Fight for Trump’s ApprovalGroups head to Mar-a-Lago to lobby the president-elect on taxes and spending cuts.,"January 10, 2025 05:00 am ET"
SoccerThe Soccer Team That Perfected the Art of Winning Without the BallNottingham Forest is launching an unlikely challenge for a place in the Champions League—despite an approach entirely at odds with the game’s current obsession with beautiful soccer.,"January 14, 2025 06:05 pm ET"
Autos IndustryJeep Maker Stellantis Brings Back American Classics After CEO ExitThe automaker is moving to revive the Dodge and Chrysler labels after sales plummeted in 2024.,"January 21, 2025 05:30 am ET"
"FinanceAmericans Are Carrying Bigger Credit-Card BalancesAmericans are spending more on credit cards and carrying bigger balances month to month, with interest rates hovering near record highs.","January 25, 2025 05:30 am ET"
Wonder LandOpinion: Disrupter in Chief TrumpHe used to be accused of breaking norms. Now it’s ‘disruption.’ That’s progress.,"January 15, 2025 04:48 pm ET"
"Paid ProgramEmpowering Employees to Make Better, Faster DecisionsMaking data securely and easily accessible to all employees helps improve business outcomes and increases innovation.",Tarih bulunamadı.
U.S.What Six Families Took With Them as They Fled Los Angeles FiresFamilies fleeing wildfires earlier this month share what they packed when it was time to go.,"January 26, 2025 12:01 am ET"
FinanceActivist Ed Garden’s New Firm Launching Its First InvestmentGarden Investments plans to push for changes at kitchen-equipment maker Middleby.,"January 23, 2025 07:26 pm ET"
BusinessNovo Nordisk Shares Surge on New Obesity Drug ResultsNovo Nordisk shares rose sharply after the Danish pharmaceutical giant said an experimental weight-loss shot helped patients lose 22% of their body weight in a clinical trial.,"January 24, 2025 11:52 am ET"
BusinessRolls-Royce Strikes Contract to Supply Nuclear Reactors for U.K. SubmarinesRolls-Royce will manufacture nuclear reactors to power new U.K. submarines under a contract valued approximately at $11.1 billion.,"January 24, 2025 04:27 am ET"
"U.S.Congestion Pricing Has Eased NYC Traffic. Not Everyone Is Happy.Fans of the tolling system enjoyed easier drives, but some businesses reported a hit.","January 14, 2025 09:00 pm ET"
Middle EastIsraelis’ Joy at Hostage Release Is Weighed Down by DreadThe chaotic scenes as three women were released from Gaza left Israelis anxious about the days ahead and frustrated by the militant propaganda.,"January 20, 2025 08:04 am ET"
CFO JournalApplied Materials Uses Automation to Shift How Finance Workers Spend Their TimeChip equipment maker Applied Materials is using tools like robotic process automation and the cloud to reduce the time employees spend collecting data and increase the time they spend driving insights.,"February 17, 2022 07:30 am ET"
"BusinessApple CEO Cook’s 2024 Pay Rises 18% to $74.6 MillionTim Cook’s base salary of $3 million has remained unchanged in the past three years, but his total compensation has increased.","January 10, 2025 05:43 pm ET"
"CFO JournalZoomInfo Technologies Using New Financing to Help Pay for AI StartupThe business-intelligence platform, which is buying Chorus.ai for $575 million, on Tuesday raised about $500 million in debt.","July 13, 2021 07:19 pm ET"
"CFO Journal5 Things CFOs Should Know About Generative AIFinance chiefs weigh guardrails, financial risks and investment returns as they work to put new technology into practice.","September 1, 2023 05:30 am ET"
"HealthHealth Care Roundup: Market TalkFind insight on Novartis, GSK and more in the latest Market Talks covering Health Care.","January 21, 2025 06:54 am ET"
StocksChinese Shares Fall After Trump Repeats Tariff ThreatMarkets in China and Hong Kong fell Wednesday after U.S. President Trump reiterated a threat to impose an additional 10% tariff on Chinese goods.,"January 22, 2025 03:57 am ET"
"BusinessStarbucks Expecting Job Cuts by MarchStarbucks said it expects to eliminate jobs, without affecting in-store teams, as part of its broader effort to operate more efficiently.","January 17, 2025 04:44 pm ET"
"BookshelfPolitics: ‘The Power and the Money’ by Tevi TroyPlus ‘My Fellow Americans,’ a collection  of presidential inaugural addresses.","January 17, 2025 10:34 am ET"
